Timestamp,B001 B1 V Power,B040A B40A V Power,B007 B7 V Power,B142 B142 V Power,B026 B26 V Power,B138 B138 V Power,B126 B126 V Power,B001A B1A V Power,B005 B5 V Power,B075G B75G V Power,B110 B110 V Power,B001B B1B V Power,B072 B72 V Power,Test Building Test Building V Power,B053 B53 V Power,B090 B90 V Power,B131 B131 V Power,B049C B49C V Power,B069 B69 V Power,B068 B68 V Power,B099 B99 V Power,B020 B20 V Power,B088 B88 V Power,B095 B95 V Power,B073 B73 V Power,B064 B64 V Power,B133 B133 V Power,B127 B127 V Power,B075TB B75T2 V Power,B088TH B88TH V Power,B046J B46J V Power,B046F B46F V Power,B013 B13 V Power,B064A B64A V Power,B018 B18 V Power,B018 B18 V Power,B067B B67B V Power,B026C B26C V Power,B047 B47 V Power,B078 B78 V Power,B030 B30 V Power,B052 B52 V Power,B120 B120 V Power,B128 B128 V Power,B050T B50T1T2 V Power,B075TA B75T1 V Power,B075 B75 V Power,B077 B77 V Power,B044 B44 V Power,B029 B29 V Power,B106 B106 V Power,B143 B143 V Power,B003L B3L V Power,B130 B130 V Power,B118 B118 V Power,B046H B46H V Power,B122 B122 V Power,B141 B141 V Power,B012 B12 V Power,B035A B35A V Power,B065 B65 V Power,B048 B48 V Power,B014 B14 V Power,B040 B40 V Power,B077A B77A V Power,B019A B19A V Power,B108 B108 V Power,B038  B38B39 V Power,B089 B89 V Power,B075E B75E V Power,B067C B67C V Power,B066 B66 V Power,B124 B124 V Power,B049A B49A V Power,B013T B13T1 V Power,B016 B16 V Power,B046C B46C V Power,B071T B71T V Power,B009 B9 V Power,B037 B37 V Power,B042 B42 V Power,B046N B46N V Power,B117 B117 V Power,B026A B26A V Power,B035 B35 V Power,B024 B24 V Power,B1A B1A V Power,B046S B46S V Power,B046 B46 V Power,B064B B64B V Power,B079A B79A V Power,B067A B67A V Power,B080 B80 V Power,B081 B81 V Power,B093 B93 V Power,B115 B115 V Power,B076 B76 V Power,B075A B75A V Power,B063 B63 V Power,B132A B132A V Power,B013B B13B V Power,B113 B113 V Power,B082 B82 V Power,B061 B61 V Power,B010 B10 V Power,B017 B17 V Power,B116 B116 V Power,B025A B25A V Power,B105D B105D V Power,B046R B46R V Power,B032 B32 V Power,B027 B27 V Power,B132 B132 V Power,B042A B42A V Power,B054 B54 V Power,B050 B50 V Power,B056 B56 V Power,B188 B188 V Power,B135 B135 V Power,B006 B6 V Power,B045A B45A V Power,B067 B67 V Power,B137 B137 V Power,B071 B71 V Power,B059 B59 V Power,B022 B22 V Power,B008 B8 V Power,B043 B43 V Power,B049 B49 V Power,B028 B28 V Power,B046Q B46Q V Power,B002 B2 V Power,B056A B56A V Power,Acton Campus_Metering V V Power,Acton Campus_Metering V Power,B015 B15 V Power,B019 B19 V Power,Test Test V Power,B070 B70 V Power,B075F B75F V Power,B010T B10T1 V Power,B058 B58 V Power,B031 B31 V Power,B045 B45 V Power,B063T B63T1 V Power,B109 B109 V Power,B062 B62 V Power,B136 B136 V Power,B101 B101 V Power,B134 B134 V Power,B075D B75D V Power,B051 B51 V Power,B003H B3H V Power
2016-02-08T00:20:00+11:00 Sydney,10kW,18kW,23kW,,115kW,121kW,7kW,6kW,0kW,0kW,13kW,1kW,1kW,,3kW,0kW,238kW,0kW,2kW,1kW,18kW,101kW,0kW,40kW,20kW,,46kW,7kW,0kW,0kW,,,15kW,1kW,5kW,5kW,1kW,30kW,,9kW,36kW,104kW,21kW,0kW,33kW,0kW,,1kW,60kW,2kW,25kW,2453.031295776367kW,,117kW,0kW,0kW,14kW,5kW,0kW,0kW,1kW,34kW,28kW,26kW,0kW,2kW,153kW,73kW,0.05857327580451965kW,0kW,1kW,0kW,46kW,,,13kW,0kW,0kW,68kW,8kW,0kW,,320kW,18kW,97kW,28kW,,,366kW,13kW,,0kW,2kW,0kW,1kW,55kW,7kW,0kW,5kW,45kW,0kW,,0kW,343kW,36kW,34kW,59kW,18kW,0kW,,0kW,15kW,,3kW,,0kW,393kW,,499.1783924102783kW,2kW,,0kW,253kW,1kW,19kW,22kW,9kW,29kW,134kW,0kW,,36kW,3kW,7314.286078706384kW,8624.255638122559kW,118kW,7kW,,1kW,0kW,3kW,585kW,,,0kW,18kW,10kW,89kW,3kW,339kW,0kW,38kW,0kW
2016-02-08T00:30:00+11:00 Sydney,10kW,15kW,23kW,,148kW,120kW,7kW,7kW,0kW,0kW,13kW,1kW,1kW,,3kW,0kW,244kW,0kW,2kW,1kW,18kW,96kW,0kW,40kW,20kW,,46kW,7kW,0kW,0kW,,,13kW,1kW,13kW,13kW,1kW,31kW,,7kW,36kW,104kW,21kW,0kW,31kW,0kW,,1kW,54kW,5kW,19kW,2441.6349029541016kW,,117kW,0kW,0kW,14kW,5kW,0kW,0kW,1kW,35kW,28kW,30kW,0kW,2kW,127kW,77kW,0.05710102990269661kW,0kW,1kW,0kW,58kW,,,14kW,0kW,0kW,73kW,8kW,0kW,,318kW,14kW,98kW,27kW,,,351kW,5kW,,1kW,2kW,0kW,1kW,55kW,8kW,0kW,5kW,41kW,0kW,,0kW,342kW,39kW,38kW,59kW,18kW,0kW,,0kW,15kW,,1kW,,0kW,389kW,,468.1332893371582kW,2kW,,0kW,263kW,1kW,16kW,21kW,8kW,31kW,129kW,0kW,,33kW,3kW,7307.416448006406kW,8673.198978424072kW,119kW,8kW,,1kW,0kW,3kW,610kW,,,0kW,18kW,10kW,84kW,3kW,339kW,0kW,38kW,0kW
2016-02-08T00:40:00+11:00 Sydney,11kW,16kW,23kW,,148kW,120kW,5kW,7kW,0kW,0kW,13kW,1kW,1kW,,2kW,0kW,245kW,0kW,2kW,1kW,18kW,96kW,0kW,35kW,16kW,,46kW,7kW,0kW,0kW,,,13kW,1kW,13kW,13kW,1kW,31kW,,8kW,33kW,90kW,21kW,0kW,34kW,0kW,,1kW,66kW,5kW,19kW,2476.1448974609375kW,,27kW,0kW,0kW,14kW,5kW,0kW,0kW,1kW,35kW,27kW,30kW,0kW,2kW,88kW,77kW,0.05838491767644882kW,0kW,1kW,0kW,58kW,,,16kW,0kW,0kW,70kW,8kW,0kW,,318kW,14kW,98kW,35kW,,,356kW,4kW,,1kW,3kW,0kW,1kW,55kW,8kW,0kW,5kW,45kW,0kW,,0kW,344kW,41kW,38kW,64kW,18kW,0kW,,0kW,15kW,,9kW,,0kW,389kW,,470.68829917907715kW,1kW,,0kW,263kW,1kW,17kW,19kW,8kW,36kW,122kW,0kW,,34kW,3kW,7270.992347130552kW,8553.366157531738kW,120kW,9kW,,1kW,0kW,4kW,589kW,,,0kW,18kW,9kW,80kW,3kW,329kW,0kW,36kW,0kW
2016-02-08T00:50:00+11:00 Sydney,11kW,16kW,27kW,,114kW,121kW,6kW,10kW,0kW,0kW,13kW,1kW,1kW,,2kW,0kW,246kW,0kW,3kW,1kW,18kW,96kW,0kW,35kW,16kW,,38kW,3kW,0kW,0kW,,,15kW,1kW,5kW,5kW,1kW,29kW,,8kW,38kW,89kW,21kW,0kW,34kW,0kW,,1kW,66kW,2kW,19kW,2476.1448974609375kW,,41kW,0kW,0kW,15kW,5kW,0kW,0kW,1kW,31kW,30kW,29kW,0kW,2kW,88kW,78kW,0.05838491767644882kW,0kW,1kW,0kW,48kW,,,16kW,0kW,0kW,74kW,8kW,0kW,,325kW,14kW,72kW,36kW,,,369kW,8kW,,0kW,3kW,0kW,1kW,59kW,7kW,6kW,4kW,45kW,0kW,,0kW,355kW,41kW,37kW,64kW,18kW,0kW,,0kW,14kW,,2kW,,0kW,373kW,,471.8569869995117kW,1kW,,0kW,260kW,5kW,24kW,19kW,8kW,36kW,120kW,0kW,,34kW,2kW,7214.992989074439kW,8465.543548583984kW,120kW,9kW,,1kW,0kW,4kW,564kW,,,0kW,18kW,10kW,84kW,3kW,329kW,0kW,43kW,0kW
2016-02-08T01:00:00+11:00 Sydney,10kW,15kW,23kW,,114kW,124kW,6kW,10kW,0kW,0kW,13kW,1kW,1kW,,2kW,0kW,241kW,0kW,3kW,1kW,18kW,96kW,0kW,31kW,20kW,,38kW,7kW,0kW,0kW,,,13kW,1kW,5kW,5kW,1kW,29kW,,8kW,38kW,89kW,22kW,0kW,32kW,0kW,,1kW,53kW,2kW,19kW,2470.0411071777344kW,,44kW,0kW,0kW,15kW,5kW,0kW,0kW,1kW,31kW,27kW,29kW,0kW,2kW,85kW,78kW,0.05795709043741226kW,0kW,1kW,0kW,48kW,,,15kW,0kW,0kW,74kW,8kW,0kW,,324kW,14kW,91kW,26kW,,,344kW,11kW,,0kW,1kW,0kW,1kW,59kW,7kW,6kW,4kW,45kW,0kW,,0kW,361kW,37kW,38kW,57kW,18kW,0kW,,0kW,15kW,,2kW,,0kW,376kW,,471.8569869995117kW,2kW,,0kW,261kW,5kW,16kW,18kW,9kW,31kW,114kW,0kW,,34kW,3kW,7115.755579192191kW,8528.055274963379kW,120kW,7kW,,1kW,0kW,4kW,563kW,,,0kW,18kW,10kW,84kW,3kW,332kW,0kW,43kW,0kW
2016-02-08T01:10:00+11:00 Sydney,10kW,16kW,23kW,,113kW,124kW,5kW,10kW,0kW,0kW,13kW,1kW,1kW,,2kW,0kW,235kW,0kW,2kW,1kW,17kW,103kW,0kW,32kW,20kW,,28kW,7kW,0kW,0kW,,,13kW,1kW,8kW,8kW,1kW,31kW,,9kW,33kW,74kW,22kW,0kW,32kW,0kW,,1kW,67kW,2kW,19kW,2440.227096557617kW,,44kW,0kW,0kW,15kW,4kW,0kW,0kW,1kW,31kW,27kW,30kW,0kW,2kW,86kW,80kW,0.06064876541495323kW,0kW,1kW,0kW,46kW,,,17kW,0kW,0kW,86kW,8kW,0kW,,318kW,14kW,91kW,31kW,,,328kW,12kW,,0kW,3kW,0kW,1kW,56kW,8kW,0kW,4kW,43kW,0kW,,0kW,349kW,41kW,38kW,57kW,18kW,0kW,,0kW,15kW,,2kW,,0kW,387kW,,469.8701057434082kW,2kW,,0kW,261kW,1kW,16kW,18kW,9kW,31kW,114kW,0kW,,37kW,3kW,7080.702523631975kW,8425.450103759766kW,120kW,9kW,,1kW,0kW,3kW,564kW,,,0kW,18kW,9kW,78kW,3kW,325kW,0kW,36kW,0kW
2016-02-08T01:20:00+11:00 Sydney,10kW,16kW,23kW,,115kW,121kW,6kW,6kW,0kW,0kW,13kW,1kW,1kW,,2kW,0kW,238kW,0kW,2kW,1kW,17kW,103kW,0kW,40kW,18kW,,42kW,3kW,0kW,0kW,,,13kW,1kW,8kW,8kW,1kW,31kW,,8kW,36kW,71kW,21kW,0kW,30kW,0kW,,1kW,67kW,2kW,19kW,2406.1071014404297kW,,28kW,0kW,0kW,15kW,4kW,0kW,0kW,1kW,31kW,23kW,30kW,0kW,2kW,91kW,80kW,0.06064876541495323kW,0kW,1kW,0kW,46kW,,,19kW,0kW,0kW,86kW,8kW,0kW,,266kW,14kW,91kW,31kW,,,331kW,12kW,,0kW,3kW,0kW,1kW,56kW,8kW,0kW,4kW,42kW,0kW,,0kW,347kW,41kW,33kW,63kW,17kW,0kW,,0kW,15kW,,1kW,,0kW,373kW,,477.9433135986328kW,1kW,,0kW,250kW,1kW,16kW,18kW,9kW,31kW,116kW,0kW,,37kW,3kW,6989.582528514788kW,8334.761806488037kW,119kW,9kW,,1kW,0kW,3kW,567kW,,,0kW,18kW,9kW,80kW,3kW,323kW,0kW,32kW,0kW
2016-02-08T01:30:00+11:00 Sydney,11kW,14kW,23kW,,129kW,121kW,6kW,6kW,0kW,0kW,13kW,1kW,1kW,,2kW,0kW,237kW,0kW,2kW,1kW,17kW,89kW,0kW,40kW,18kW,,37kW,3kW,0kW,0kW,,,12kW,1kW,4kW,4kW,1kW,30kW,,8kW,38kW,69kW,21kW,0kW,26kW,0kW,,1kW,59kW,2kW,48kW,2426.999801635742kW,,44kW,0kW,0kW,15kW,5kW,0kW,0kW,1kW,34kW,23kW,30kW,0kW,5kW,71kW,76kW,0.05742374435067177kW,0kW,1kW,0kW,50kW,,,23kW,0kW,0kW,75kW,8kW,0kW,,267kW,14kW,98kW,28kW,,,331kW,10kW,,0kW,1kW,0kW,1kW,54kW,8kW,0kW,4kW,45kW,0kW,,0kW,334kW,38kW,33kW,63kW,17kW,0kW,,0kW,15kW,,1kW,,0kW,373kW,,480.9433135986328kW,1kW,,0kW,296kW,1kW,17kW,22kW,9kW,31kW,108kW,0kW,,34kW,3kW,7037.488808231428kW,8462.573657989502kW,116kW,9kW,,1kW,0kW,3kW,574kW,,,0kW,18kW,9kW,83kW,3kW,325kW,0kW,34kW,0kW
2016-02-08T01:40:00+11:00 Sydney,11kW,14kW,23kW,,129kW,121kW,6kW,10kW,0kW,0kW,13kW,1kW,1kW,,2kW,0kW,243kW,0kW,2kW,1kW,17kW,100kW,0kW,32kW,18kW,,40kW,3kW,0kW,0kW,,,14kW,1kW,4kW,4kW,1kW,33kW,,7kW,38kW,79kW,21kW,0kW,25kW,0kW,,1kW,55kW,2kW,48kW,2426.999801635742kW,,65kW,0kW,0kW,18kW,5kW,0kW,0kW,1kW,32kW,25kW,34kW,0kW,5kW,63kW,76kW,0.058593422174453735kW,0kW,1kW,0kW,50kW,,,18kW,0kW,0kW,72kW,8kW,0kW,,269kW,14kW,98kW,25kW,,,360kW,10kW,,0kW,1kW,0kW,1kW,54kW,11kW,0kW,4kW,45kW,0kW,,0kW,342kW,35kW,35kW,51kW,17kW,0kW,,0kW,14kW,,1kW,,0kW,396kW,,474.2612895965576kW,2kW,,0kW,296kW,1kW,17kW,19kW,9kW,31kW,108kW,0kW,,34kW,3kW,7101.48939307034kW,8472.138809204102kW,119kW,8kW,,1kW,0kW,3kW,617kW,,,0kW,18kW,9kW,100kW,3kW,329kW,0kW,38kW,0kW
2016-02-08T01:50:00+11:00 Sydney,10kW,15kW,23kW,,120kW,120kW,5kW,10kW,0kW,0kW,13kW,1kW,1kW,,2kW,0kW,240kW,0kW,2kW,1kW,17kW,89kW,0kW,32kW,18kW,,40kW,3kW,0kW,0kW,,,14kW,1kW,4kW,4kW,1kW,33kW,,8kW,31kW,79kW,20kW,0kW,30kW,0kW,,1kW,57kW,2kW,19kW,2425.123001098633kW,,65kW,0kW,0kW,18kW,4kW,0kW,0kW,1kW,37kW,25kW,34kW,0kW,6kW,67kW,79kW,0.0574217215180397kW,0kW,1kW,4kW,50kW,,,18kW,0kW,0kW,71kW,8kW,0kW,,268kW,14kW,82kW,26kW,,,343kW,13kW,,0kW,1kW,0kW,1kW,53kW,11kW,0kW,4kW,44kW,0kW,,0kW,354kW,38kW,35kW,46kW,17kW,0kW,,0kW,15kW,,1kW,,0kW,396kW,,431.44519424438477kW,2kW,,0kW,259kW,1kW,19kW,20kW,8kW,31kW,108kW,0kW,,38kW,3kW,7073.595609206706kW,8396.611167907715kW,120kW,9kW,,1kW,0kW,3kW,617kW,,,0kW,18kW,9kW,100kW,3kW,335kW,0kW,38kW,0kW
2016-02-08T02:00:00+11:00 Sydney,10kW,15kW,23kW,,111kW,121kW,5kW,7kW,0kW,0kW,13kW,1kW,1kW,,3kW,0kW,247kW,0kW,2kW,1kW,17kW,95kW,0kW,35kW,17kW,,37kW,3kW,0kW,0kW,,,14kW,1kW,4kW,4kW,1kW,30kW,,8kW,31kW,77kW,21kW,0kW,30kW,0kW,,1kW,65kW,2kW,19kW,2418.699005126953kW,,25kW,0kW,0kW,14kW,4kW,0kW,0kW,1kW,37kW,25kW,29kW,0kW,6kW,67kW,79kW,0.05792556703090668kW,0kW,1kW,4kW,44kW,,,13kW,0kW,0kW,71kW,8kW,0kW,,268kW,14kW,78kW,26kW,,,327kW,13kW,,0kW,1kW,0kW,1kW,54kW,8kW,0kW,4kW,42kW,0kW,,0kW,354kW,38kW,31kW,63kW,17kW,0kW,,0kW,16kW,,1kW,,0kW,378kW,,431.44519424438477kW,1kW,,0kW,265kW,1kW,19kW,20kW,9kW,31kW,108kW,0kW,,38kW,3kW,6944.171613235027kW,8248.838146209717kW,120kW,11kW,,1kW,0kW,3kW,567kW,,,0kW,18kW,9kW,89kW,3kW,325kW,0kW,32kW,0kW
2016-02-08T02:10:00+11:00 Sydney,10kW,13kW,23kW,,112kW,122kW,5kW,10kW,0kW,0kW,13kW,1kW,1kW,,3kW,0kW,245kW,4kW,2kW,1kW,17kW,95kW,0kW,35kW,14kW,,45kW,7kW,0kW,0kW,,,14kW,3kW,4kW,4kW,1kW,30kW,,8kW,31kW,70kW,21kW,0kW,27kW,0kW,,1kW,65kW,2kW,19kW,2418.699005126953kW,,26kW,0kW,0kW,13kW,5kW,0kW,0kW,1kW,28kW,29kW,23kW,0kW,2kW,66kW,75kW,0.05792556703090668kW,0kW,1kW,0kW,44kW,,,14kW,0kW,0kW,69kW,7kW,0kW,,268kW,14kW,78kW,30kW,,,327kW,14kW,,0kW,1kW,0kW,1kW,54kW,7kW,0kW,4kW,81kW,0kW,,0kW,360kW,36kW,34kW,63kW,17kW,0kW,,0kW,16kW,,1kW,,0kW,384kW,,441.9737014770508kW,2kW,,0kW,271kW,2kW,30kW,18kW,9kW,30kW,108kW,0kW,,36kW,3kW,6999.185159377754kW,8271.11003112793kW,115kW,11kW,,1kW,0kW,3kW,552kW,,,0kW,18kW,9kW,91kW,3kW,328kW,0kW,38kW,0kW
2016-02-08T02:20:00+11:00 Sydney,10kW,12kW,23kW,,112kW,124kW,5kW,10kW,0kW,0kW,13kW,1kW,1kW,,2kW,0kW,249kW,4kW,2kW,1kW,18kW,99kW,0kW,32kW,16kW,,45kW,7kW,0kW,0kW,,,14kW,3kW,4kW,4kW,3kW,30kW,,8kW,30kW,83kW,21kW,0kW,26kW,0kW,,1kW,54kW,7kW,19kW,2418.8558959960938kW,,113kW,0kW,0kW,15kW,5kW,0kW,0kW,1kW,27kW,29kW,31kW,1kW,2kW,64kW,75kW,0.05674271285533905kW,0kW,1kW,0kW,46kW,,,19kW,0kW,0kW,72kW,8kW,0kW,,267kW,18kW,102kW,25kW,,,328kW,14kW,,0kW,1kW,0kW,1kW,54kW,8kW,0kW,4kW,81kW,0kW,,0kW,348kW,36kW,34kW,61kW,17kW,0kW,,0kW,15kW,,1kW,,0kW,384kW,,439.8916015625kW,2kW,,0kW,277kW,2kW,30kW,18kW,9kW,34kW,105kW,0kW,,36kW,3kW,7110.102468036115kW,8349.42971420288kW,115kW,8kW,,1kW,0kW,3kW,588kW,,,0kW,18kW,9kW,93kW,3kW,328kW,0kW,38kW,0kW
2016-02-08T02:30:00+11:00 Sydney,10kW,12kW,24kW,,112kW,124kW,5kW,10kW,0kW,0kW,13kW,1kW,1kW,,2kW,0kW,247kW,0kW,2kW,1kW,18kW,102kW,0kW,32kW,16kW,,37kW,3kW,0kW,0kW,,,14kW,1kW,4kW,4kW,1kW,30kW,,8kW,27kW,83kW,21kW,0kW,26kW,0kW,,1kW,54kW,7kW,19kW,2421.593994140625kW,,113kW,0kW,0kW,15kW,5kW,0kW,0kW,1kW,27kW,27kW,31kW,1kW,2kW,63kW,73kW,0.05888799577951431kW,0kW,1kW,0kW,46kW,,,19kW,0kW,0kW,76kW,12kW,0kW,,268kW,18kW,102kW,26kW,,,320kW,10kW,,0kW,1kW,0kW,1kW,54kW,8kW,0kW,4kW,66kW,0kW,,0kW,341kW,38kW,33kW,47kW,17kW,0kW,,0kW,17kW,,1kW,,0kW,362kW,,418.0647964477539kW,2kW,,0kW,277kW,1kW,22kW,20kW,9kW,30kW,106kW,0kW,,33kW,2kW,7056.310335416347kW,8349.881980895996kW,118kW,8kW,,1kW,0kW,3kW,588kW,,,0kW,18kW,9kW,93kW,3kW,320kW,0kW,33kW,0kW
2016-02-08T02:40:00+11:00 Sydney,10kW,12kW,24kW,,143kW,121kW,6kW,7kW,0kW,0kW,15kW,1kW,1kW,,2kW,0kW,243kW,0kW,2kW,1kW,18kW,102kW,0kW,39kW,20kW,,37kW,7kW,0kW,0kW,,,14kW,1kW,5kW,5kW,1kW,31kW,,12kW,26kW,71kW,21kW,0kW,25kW,0kW,,5kW,53kW,2kW,19kW,2405.808395385742kW,,26kW,0kW,0kW,13kW,6kW,0kW,0kW,1kW,25kW,27kW,26kW,0kW,2kW,64kW,70kW,0.05888799577951431kW,0kW,1kW,0kW,52kW,,,16kW,0kW,0kW,76kW,12kW,0kW,,268kW,14kW,101kW,26kW,,,327kW,19kW,,0kW,1kW,0kW,1kW,54kW,8kW,0kW,4kW,42kW,0kW,,0kW,321kW,38kW,31kW,45kW,18kW,0kW,,0kW,17kW,,1kW,,0kW,384kW,,418.0647964477539kW,1kW,,4kW,259kW,1kW,16kW,20kW,9kW,30kW,106kW,0kW,,34kW,3kW,6910.2190032713115kW,8144.320205688477kW,118kW,10kW,,1kW,0kW,3kW,558kW,,,0kW,19kW,13kW,79kW,3kW,319kW,0kW,32kW,0kW
2016-02-08T02:50:00+11:00 Sydney,10kW,12kW,22kW,,143kW,126kW,6kW,6kW,0kW,0kW,15kW,1kW,1kW,,2kW,0kW,246kW,0kW,2kW,5kW,18kW,100kW,0kW,39kW,18kW,,37kW,7kW,0kW,0kW,,,14kW,1kW,8kW,8kW,1kW,33kW,,8kW,28kW,69kW,22kW,0kW,25kW,0kW,,2kW,47kW,2kW,19kW,2405.808395385742kW,,29kW,0kW,0kW,14kW,6kW,0kW,0kW,1kW,29kW,25kW,23kW,0kW,2kW,64kW,68kW,0.05762019008398056kW,0kW,1kW,0kW,52kW,,,19kW,0kW,0kW,72kW,7kW,0kW,,269kW,14kW,124kW,26kW,,,337kW,15kW,,0kW,1kW,0kW,1kW,54kW,8kW,0kW,4kW,44kW,0kW,,0kW,335kW,38kW,29kW,53kW,18kW,0kW,,0kW,20kW,,1kW,,0kW,383kW,,402.1825942993164kW,2kW,,4kW,259kW,1kW,20kW,22kW,9kW,30kW,112kW,0kW,,34kW,3kW,6937.2190032713115kW,8293.10584640503kW,115kW,10kW,,1kW,0kW,3kW,558kW,,,0kW,18kW,13kW,81kW,3kW,336kW,0kW,33kW,0kW
2016-02-08T03:00:00+11:00 Sydney,10kW,12kW,22kW,,127kW,126kW,6kW,9kW,0kW,0kW,13kW,1kW,1kW,,2kW,0kW,255kW,0kW,2kW,5kW,18kW,92kW,0kW,32kW,18kW,,45kW,3kW,0kW,0kW,,,14kW,1kW,9kW,9kW,1kW,33kW,,8kW,28kW,72kW,22kW,0kW,25kW,0kW,,2kW,49kW,2kW,19kW,2384.941696166992kW,,118kW,0kW,0kW,14kW,5kW,0kW,0kW,1kW,33kW,26kW,24kW,0kW,2kW,70kW,74kW,0.05820930376648903kW,0kW,1kW,0kW,48kW,,,19kW,0kW,0kW,70kW,8kW,0kW,,269kW,14kW,124kW,27kW,,,337kW,15kW,,0kW,1kW,0kW,1kW,53kW,8kW,0kW,4kW,44kW,0kW,,0kW,336kW,36kW,32kW,53kW,17kW,0kW,,0kW,14kW,,1kW,,0kW,369kW,,417.53308486938477kW,4kW,,4kW,303kW,1kW,20kW,22kW,9kW,31kW,107kW,0kW,,33kW,3kW,7015.335092963651kW,8327.289058685303kW,115kW,10kW,,1kW,0kW,3kW,554kW,,,0kW,18kW,13kW,83kW,3kW,336kW,0kW,33kW,0kW
2016-02-08T03:10:00+11:00 Sydney,10kW,12kW,22kW,,112kW,121kW,5kW,9kW,0kW,0kW,13kW,1kW,1kW,,2kW,0kW,244kW,0kW,2kW,1kW,18kW,95kW,0kW,35kW,15kW,,45kW,3kW,0kW,0kW,,,14kW,5kW,9kW,9kW,1kW,29kW,,8kW,27kW,72kW,21kW,0kW,25kW,0kW,,1kW,49kW,2kW,19kW,2382.502700805664kW,,118kW,0kW,0kW,14kW,5kW,0kW,0kW,1kW,33kW,26kW,24kW,0kW,2kW,67kW,74kW,0.05820930376648903kW,0kW,1kW,0kW,46kW,,,16kW,0kW,0kW,74kW,8kW,0kW,,266kW,14kW,107kW,27kW,,,364kW,9kW,,0kW,1kW,0kW,1kW,53kW,7kW,0kW,4kW,44kW,0kW,,0kW,325kW,38kW,32kW,62kW,17kW,0kW,,0kW,14kW,,1kW,,0kW,379kW,,398.0755043029785kW,4kW,,0kW,303kW,1kW,20kW,21kW,10kW,30kW,106kW,0kW,,33kW,3kW,7029.16730731912kW,8184.020641326904kW,115kW,10kW,,1kW,0kW,3kW,557kW,,,0kW,18kW,9kW,83kW,3kW,327kW,0kW,34kW,0kW
2016-02-08T03:20:00+11:00 Sydney,10kW,11kW,22kW,,111kW,125kW,7kW,7kW,0kW,0kW,13kW,1kW,1kW,,2kW,0kW,253kW,0kW,2kW,1kW,18kW,95kW,0kW,35kW,21kW,,37kW,7kW,0kW,0kW,,,12kW,5kW,8kW,8kW,1kW,30kW,,8kW,31kW,70kW,21kW,0kW,25kW,0kW,,1kW,63kW,2kW,19kW,2404.502700805664kW,,31kW,0kW,0kW,13kW,4kW,0kW,0kW,1kW,31kW,22kW,21kW,0kW,2kW,66kW,77kW,0.058186594396829605kW,0kW,1kW,0kW,46kW,,,16kW,0kW,0kW,74kW,8kW,0kW,,267kW,14kW,106kW,24kW,,,359kW,9kW,,0kW,1kW,0kW,1kW,53kW,7kW,0kW,4kW,44kW,0kW,,0kW,325kW,38kW,29kW,62kW,16kW,0kW,,0kW,14kW,,1kW,,0kW,363kW,,395.8948040008545kW,1kW,,0kW,266kW,1kW,16kW,18kW,9kW,30kW,106kW,0kW,,38kW,2kW,6916.986595662311kW,8199.817108154297kW,115kW,9kW,,1kW,0kW,3kW,572kW,,,0kW,18kW,9kW,80kW,3kW,325kW,0kW,37kW,0kW
2016-02-08T03:30:00+11:00 Sydney,10kW,12kW,26kW,,113kW,125kW,7kW,6kW,0kW,0kW,13kW,1kW,1kW,,2kW,0kW,251kW,0kW,2kW,1kW,17kW,94kW,0kW,33kW,21kW,,37kW,7kW,0kW,0kW,,,13kW,1kW,8kW,8kW,1kW,30kW,,7kW,31kW,69kW,21kW,0kW,25kW,0kW,,1kW,49kW,2kW,19kW,2394.190704345703kW,,31kW,0kW,0kW,13kW,4kW,0kW,0kW,1kW,31kW,27kW,23kW,0kW,2kW,65kW,80kW,0.057139329612255096kW,0kW,1kW,0kW,46kW,,,21kW,0kW,0kW,72kW,8kW,0kW,,267kW,14kW,107kW,30kW,,,325kW,10kW,,0kW,1kW,0kW,1kW,54kW,8kW,0kW,4kW,45kW,0kW,,0kW,372kW,36kW,31kW,56kW,16kW,0kW,,0kW,14kW,,1kW,,0kW,373kW,,388.113489151001kW,2kW,,0kW,269kW,1kW,20kW,18kW,9kW,30kW,108kW,0kW,,38kW,3kW,6871.912764992565kW,8251.755416870117kW,114kW,9kW,,1kW,0kW,3kW,530kW,,,4kW,18kW,9kW,80kW,7kW,328kW,0kW,39kW,0kW
