Timestamp,B001 B1 V Power,B040A B40A V Power,B007 B7 V Power,B92 B92 V Power,B142 B142 V Power,B026 B26 V Power,B138 B138 V Power,B126 B126 V Power,B001A B1A V Power,B005 B5 V Power,B075G B75G V Power,B110 B110 V Power,B001B B1B V Power,B072 B72 V Power,Test Building Test Building V Power,B053 B53 V Power,B090 B90 V Power,B131 B131 V Power,B049C B49C V Power,B069 B69 V Power,B068 B68 V Power,B099 B99 V Power,B020 B20 V Power,B088 B88 V Power,B095 B95 V Power,B073 B73 V Power,B064 B64 V Power,B133 B133 V Power,B127 B127 V Power,B075TB B75T2 V Power,B088TH B88TH V Power,B046J B46J V Power,B046F B46F V Power,B013 B13 V Power,B064A B64A V Power,B018 B18 V Power,B018 B18 V Power,B067B B67B V Power,B026C B26C V Power,B047 B47 V Power,B078 B78 V Power,B030 B30 V Power,B052 B52 V Power,B120 B120 V Power,B128 B128 V Power,B050T B50T1T2 V Power,B075TA B75T1 V Power,B075 B75 V Power,B077 B77 V Power,B044 B44 V Power,B029 B29 V Power,B106 B106 V Power,B143 B143 V Power,B003L B3L V Power,B130 B130 V Power,B118 B118 V Power,B046H B46H V Power,B122 B122 V Power,B141 B141 V Power,B012 B12 V Power,B035A B35A V Power,B065 B65 V Power,B048 B48 V Power,B014 B14 V Power,B040 B40 V Power,B077A B77A V Power,B019A B19A V Power,B108 B108 V Power,B038  B38B39 V Power,B089 B89 V Power,B075E B75E V Power,B067C B67C V Power,B066 B66 V Power,B124 B124 V Power,B049A B49A V Power,B013T B13T1 V Power,B016 B16 V Power,B046C B46C V Power,B1A B1A V Power,B071T B71T V Power,B009 B9 V Power,B037 B37 V Power,B042 B42 V Power,B046N B46N V Power,B117 B117 V Power,B100 B100 V Power,B026A B26A V Power,B035 B35 V Power,B024 B24 V Power,B046S B46S V Power,B046 B46 V Power,B064B B64B V Power,B079A B79A V Power,B067A B67A V Power,B080 B80 V Power,B081 B81 V Power,B093 B93 V Power,B115 B115 V Power,B076 B76 V Power,B075A B75A V Power,B063 B63 V Power,B132A B132A V Power,B013B B13B V Power,B113 B113 V Power,B082 B82 V Power,B061 B61 V Power,B010 B10 V Power,B017 B17 V Power,B116 B116 V Power,B025A B25A V Power,B105D B105D V Power,B046R B46R V Power,B032 B32 V Power,B027 B27 V Power,B132 B132 V Power,B042A B42A V Power,B054 B54 V Power,B050 B50 V Power,B056 B56 V Power,B188 B188 V Power,B135 B135 V Power,B006 B6 V Power,B045A B45A V Power,B067 B67 V Power,B137 B137 V Power,B071 B71 V Power,B059 B59 V Power,B022 B22 V Power,B008 B8 V Power,B043 B43 V Power,B049 B49 V Power,B028 B28 V Power,B046Q B46Q V Power,B002 B2 V Power,B056A B56A V Power,Acton Campus_Metering V V Power,Acton Campus_Metering V Power,B015 B15 V Power,B019 B19 V Power,Test Test V Power,B070 B70 V Power,B075F B75F V Power,B010T B10T1 V Power,B058 B58 V Power,B031 B31 V Power,B045 B45 V Power,B063T B63T1 V Power,B109 B109 V Power,B062 B62 V Power,B136 B136 V Power,B101 B101 V Power,B134 B134 V Power,B075D B75D V Power,B051 B51 V Power,B003H B3H V Power
2016-07-20T06:25:00+10:00 Sydney,179.36344460748424kW,30kW,38kW,"","",163kW,134kW,16kW,9kW,50kW,4kW,107kW,2kW,1kW,"",7kW,0kW,"",2kW,7kW,2kW,29kW,127kW,1kW,110kW,19kW,0kW,40kW,9kW,0kW,7kW,0kW,0kW,62kW,0kW,12kW,12kW,1kW,54kW,19kW,17kW,130kW,140kW,40kW,1kW,112kW,0kW,0kW,2kW,68kW,33kW,40kW,1709.8455963134766kW,3kW,38kW,68kW,0kW,47kW,17kW,21kW,30kW,2kW,50kW,136kW,40kW,7kW,9kW,102kW,111kW,0.8183830380439758kW,10kW,24kW,0kW,60kW,4kW,"",58kW,153kW,"",24kW,110kW,14kW,0kW,12kW,208kW,40kW,33kW,115kW,55kW,4kW,552kW,17kW,"",4kW,1kW,0kW,1kW,0kW,23kW,0kW,4kW,89kW,0kW,49kW,0kW,360kW,89kW,25kW,0kW,20kW,0kW,1kW,151kW,19kW,87kW,4kW,"",62kW,"","",182.6990032196045kW,4kW,1kW,0kW,289kW,11kW,18kW,52kW,15kW,55kW,103kW,0kW,4kW,133kW,3kW,9943.72642717861kW,0kW,136kW,26kW,"",3kW,27kW,19kW,658kW,13kW,"",0kW,19kW,18kW,111kW,3kW,364kW,0kW,65kW,7kW
2016-07-20T06:30:00+10:00 Sydney,179.35968451944316kW,30kW,38kW,"","",163kW,134kW,15kW,9kW,50kW,4kW,141kW,1kW,1kW,"",7kW,0kW,"",2kW,7kW,6kW,29kW,127kW,1kW,110kW,19kW,0kW,40kW,9kW,0kW,7kW,0kW,0kW,62kW,0kW,12kW,12kW,1kW,54kW,19kW,17kW,130kW,140kW,40kW,1kW,116kW,0kW,0kW,2kW,80kW,33kW,40kW,1739.7633056640625kW,3kW,38kW,85kW,0kW,47kW,17kW,21kW,30kW,2kW,50kW,136kW,40kW,7kW,9kW,102kW,111kW,0.8220114707946777kW,10kW,24kW,0kW,60kW,4kW,"",57kW,163kW,"",24kW,110kW,14kW,0kW,12kW,218kW,40kW,29kW,115kW,55kW,4kW,552kW,17kW,"",4kW,1kW,0kW,1kW,0kW,23kW,0kW,4kW,89kW,0kW,49kW,0kW,340kW,111kW,25kW,0kW,20kW,0kW,1kW,151kW,20kW,87kW,4kW,"",62kW,"","",188.8158016204834kW,4kW,1kW,0kW,289kW,11kW,18kW,53kW,15kW,59kW,100kW,0kW,4kW,133kW,3kW,10050.760803274785kW,0kW,133kW,26kW,"",3kW,27kW,19kW,640kW,13kW,"",0kW,19kW,18kW,111kW,3kW,364kW,0kW,65kW,7kW
2016-07-20T06:35:00+10:00 Sydney,179.3559244314021kW,30kW,34kW,"","",133kW,135kW,15kW,5kW,52kW,3kW,141kW,1kW,2kW,"",8kW,0kW,"",3kW,5kW,6kW,29kW,127kW,1kW,110kW,17kW,0kW,39kW,7kW,0kW,7kW,0kW,0kW,44kW,0kW,12kW,12kW,1kW,54kW,19kW,18kW,130kW,127kW,40kW,1kW,116kW,0kW,0kW,2kW,80kW,24kW,51kW,1739.7633056640625kW,3kW,38kW,85kW,0kW,47kW,17kW,21kW,33kW,2kW,50kW,134kW,45kW,8kW,9kW,102kW,111kW,0.8220114707946777kW,10kW,24kW,0kW,63kW,4kW,"",57kW,163kW,"",24kW,110kW,10kW,0kW,14kW,208kW,40kW,29kW,116kW,55kW,4kW,584kW,7kW,"",2kW,1kW,0kW,1kW,0kW,24kW,0kW,4kW,88kW,0kW,49kW,0kW,340kW,111kW,30kW,0kW,20kW,0kW,1kW,147kW,20kW,87kW,4kW,"",62kW,"","",188.8158016204834kW,4kW,1kW,0kW,329kW,15kW,18kW,53kW,15kW,59kW,104kW,1kW,3kW,135kW,3kW,10070.757043186743kW,0kW,133kW,33kW,"",3kW,12kW,19kW,640kW,13kW,"",0kW,19kW,18kW,102kW,3kW,360kW,1kW,71kW,8kW
2016-07-20T06:40:00+10:00 Sydney,179.352164343361kW,30kW,34kW,"","",133kW,135kW,16kW,5kW,52kW,3kW,99kW,1kW,2kW,"",8kW,0kW,"",3kW,5kW,6kW,29kW,120kW,1kW,102kW,17kW,0kW,39kW,7kW,0kW,7kW,0kW,0kW,44kW,0kW,17kW,17kW,1kW,52kW,19kW,18kW,120kW,127kW,37kW,1kW,116kW,0kW,0kW,2kW,80kW,24kW,51kW,1724.7633056640625kW,3kW,38kW,73kW,0kW,47kW,17kW,21kW,33kW,2kW,55kW,134kW,45kW,8kW,9kW,113kW,111kW,0.817988932132721kW,10kW,24kW,0kW,63kW,4kW,"",57kW,163kW,"",42kW,120kW,10kW,0kW,14kW,208kW,37kW,29kW,116kW,51kW,4kW,584kW,7kW,"",2kW,1kW,0kW,1kW,0kW,24kW,0kW,4kW,88kW,0kW,49kW,0kW,342kW,108kW,30kW,0kW,20kW,0kW,1kW,147kW,19kW,85kW,4kW,"",47kW,"","",188.8158016204834kW,4kW,1kW,0kW,329kW,15kW,18kW,53kW,15kW,59kW,109kW,1kW,3kW,135kW,3kW,9997.74926056004kW,0kW,134kW,33kW,"",0kW,12kW,18kW,641kW,13kW,"",0kW,19kW,18kW,102kW,3kW,356kW,1kW,71kW,8kW
2016-07-20T06:45:00+10:00 Sydney,179.34840425531993kW,30kW,32kW,"","",148kW,135kW,16kW,12kW,52kW,3kW,99kW,1kW,1kW,"",4kW,0kW,"",1kW,3kW,2kW,28kW,120kW,1kW,102kW,33kW,0kW,39kW,6kW,0kW,7kW,0kW,0kW,44kW,0kW,17kW,17kW,4kW,52kW,19kW,23kW,120kW,147kW,37kW,1kW,64kW,0kW,0kW,30kW,61kW,24kW,51kW,1709.165298461914kW,3kW,37kW,73kW,0kW,47kW,17kW,21kW,32kW,2kW,55kW,102kW,39kW,8kW,9kW,124kW,102kW,0.817988932132721kW,13kW,24kW,0kW,66kW,2kW,"",62kW,152kW,"",42kW,120kW,10kW,0kW,15kW,217kW,37kW,25kW,144kW,51kW,4kW,596kW,11kW,"",2kW,1kW,0kW,1kW,0kW,23kW,0kW,4kW,88kW,0kW,49kW,0kW,350kW,108kW,31kW,0kW,21kW,0kW,2kW,150kW,19kW,85kW,4kW,"",47kW,"","",178.61710357666016kW,3kW,1kW,0kW,329kW,15kW,18kW,48kW,15kW,55kW,110kW,0kW,3kW,141kW,3kW,10008.948795226028kW,0kW,134kW,29kW,"",0kW,19kW,18kW,649kW,11kW,"",1kW,19kW,19kW,102kW,3kW,356kW,0kW,71kW,5kW
2016-07-20T06:50:00+10:00 Sydney,179.34464416727886kW,31kW,32kW,"","",148kW,138kW,16kW,12kW,53kW,3kW,99kW,1kW,1kW,"",4kW,0kW,"",1kW,3kW,2kW,28kW,120kW,1kW,102kW,33kW,0kW,37kW,6kW,0kW,7kW,0kW,0kW,44kW,0kW,13kW,13kW,4kW,54kW,19kW,23kW,131kW,147kW,37kW,1kW,64kW,0kW,0kW,30kW,61kW,24kW,35kW,1709.165298461914kW,3kW,37kW,73kW,0kW,48kW,17kW,21kW,32kW,2kW,53kW,102kW,39kW,8kW,9kW,124kW,102kW,0.817988932132721kW,13kW,24kW,0kW,66kW,2kW,"",62kW,152kW,"",36kW,116kW,8kW,0kW,15kW,223kW,37kW,25kW,144kW,51kW,4kW,596kW,11kW,"",2kW,1kW,0kW,1kW,0kW,23kW,0kW,4kW,87kW,0kW,49kW,0kW,350kW,108kW,31kW,0kW,21kW,0kW,2kW,150kW,19kW,85kW,4kW,"",50kW,"","",179.61710357666016kW,3kW,1kW,0kW,335kW,15kW,18kW,48kW,15kW,55kW,106kW,0kW,3kW,141kW,3kW,10027.945035137986kW,0kW,134kW,29kW,"",3kW,19kW,18kW,667kW,11kW,"",1kW,19kW,19kW,123kW,3kW,357kW,0kW,65kW,5kW
2016-07-20T06:55:00+10:00 Sydney,182.34088407923778kW,31kW,32kW,"","",148kW,138kW,15kW,12kW,53kW,3kW,88kW,1kW,1kW,"",4kW,0kW,"",1kW,3kW,1kW,28kW,120kW,1kW,96kW,33kW,0kW,37kW,6kW,0kW,7kW,0kW,0kW,44kW,0kW,13kW,13kW,4kW,54kW,19kW,23kW,131kW,147kW,47kW,1kW,119kW,0kW,0kW,30kW,67kW,24kW,35kW,1699.785903930664kW,3kW,39kW,83kW,0kW,48kW,17kW,21kW,32kW,2kW,53kW,102kW,39kW,8kW,9kW,128kW,102kW,0.8187916278839111kW,13kW,24kW,0kW,66kW,2kW,"",62kW,153kW,"",36kW,116kW,8kW,0kW,15kW,230kW,47kW,25kW,144kW,46kW,4kW,596kW,11kW,"",2kW,1kW,0kW,1kW,0kW,23kW,0kW,4kW,87kW,0kW,49kW,0kW,327kW,103kW,31kW,0kW,21kW,0kW,2kW,150kW,23kW,83kW,4kW,"",50kW,"","",179.61710357666016kW,3kW,1kW,0kW,335kW,15kW,18kW,50kW,15kW,58kW,109kW,0kW,3kW,141kW,3kW,10074.562683214446kW,0kW,134kW,29kW,"",3kW,19kW,18kW,667kW,11kW,"",1kW,19kW,19kW,123kW,3kW,357kW,0kW,65kW,5kW
2016-07-20T07:00:00+10:00 Sydney,182.3371239911967kW,31kW,33kW,"","",137kW,140kW,15kW,5kW,53kW,3kW,88kW,1kW,1kW,"",5kW,0kW,"",1kW,2kW,1kW,29kW,120kW,1kW,96kW,26kW,0kW,37kW,5kW,0kW,7kW,0kW,0kW,43kW,0kW,13kW,13kW,1kW,54kW,19kW,24kW,131kW,160kW,47kW,1kW,119kW,0kW,0kW,11kW,67kW,24kW,35kW,1699.785903930664kW,3kW,39kW,83kW,0kW,48kW,18kW,21kW,34kW,2kW,53kW,123kW,45kW,4kW,10kW,128kW,102kW,0.8187916278839111kW,10kW,24kW,0kW,68kW,5kW,"",60kW,153kW,"",36kW,116kW,8kW,0kW,17kW,230kW,47kW,24kW,133kW,46kW,4kW,585kW,10kW,"",2kW,1kW,0kW,12kW,0kW,23kW,0kW,4kW,84kW,0kW,49kW,0kW,329kW,103kW,27kW,0kW,21kW,0kW,1kW,152kW,23kW,83kW,4kW,"",50kW,"","",69.04780006408691kW,1kW,1kW,0kW,291kW,15kW,18kW,50kW,15kW,58kW,108kW,0kW,5kW,135kW,3kW,9769.989619613832kW,0kW,134kW,32kW,"",3kW,12kW,18kW,682kW,10kW,"",0kW,19kW,16kW,117kW,3kW,357kW,1kW,65kW,5kW
2016-07-20T07:05:00+10:00 Sydney,182.33336390315563kW,30kW,33kW,"","",137kW,140kW,15kW,5kW,46kW,3kW,88kW,1kW,1kW,"",5kW,0kW,"",1kW,2kW,1kW,29kW,142kW,1kW,111kW,26kW,0kW,37kW,5kW,0kW,7kW,0kW,0kW,43kW,0kW,14kW,14kW,1kW,57kW,19kW,24kW,130kW,160kW,86kW,1kW,119kW,0kW,0kW,11kW,67kW,25kW,23kW,1701.785903930664kW,3kW,39kW,70kW,0kW,52kW,18kW,21kW,34kW,2kW,46kW,123kW,45kW,4kW,10kW,128kW,102kW,0.8187916278839111kW,10kW,24kW,0kW,68kW,5kW,"",60kW,153kW,"",27kW,107kW,25kW,0kW,17kW,224kW,86kW,24kW,133kW,49kW,4kW,585kW,10kW,"",2kW,1kW,0kW,12kW,0kW,23kW,0kW,4kW,84kW,0kW,50kW,0kW,334kW,103kW,27kW,0kW,21kW,0kW,1kW,152kW,23kW,84kW,4kW,"",50kW,"","",69.04780006408691kW,1kW,1kW,0kW,291kW,14kW,23kW,50kW,14kW,58kW,112kW,0kW,5kW,135kW,3kW,9826.98585952579kW,0kW,132kW,32kW,"",2kW,12kW,18kW,659kW,10kW,"",0kW,19kW,16kW,117kW,5kW,376kW,1kW,69kW,5kW
2016-07-20T07:10:00+10:00 Sydney,182.32960381511455kW,30kW,32kW,"","",133kW,140kW,21kW,5kW,46kW,3kW,31kW,1kW,1kW,"",5kW,0kW,"",1kW,2kW,1kW,29kW,142kW,1kW,111kW,26kW,0kW,37kW,5kW,0kW,7kW,0kW,0kW,40kW,0kW,14kW,14kW,1kW,57kW,19kW,24kW,130kW,160kW,86kW,1kW,122kW,0kW,0kW,11kW,72kW,25kW,23kW,1705.8540954589844kW,3kW,31kW,70kW,0kW,52kW,18kW,21kW,36kW,2kW,46kW,111kW,52kW,4kW,11kW,126kW,106kW,0.8171827793121338kW,10kW,24kW,0kW,68kW,5kW,"",69kW,177kW,"",27kW,107kW,25kW,0kW,17kW,220kW,86kW,25kW,126kW,49kW,4kW,575kW,10kW,"",2kW,1kW,0kW,12kW,0kW,23kW,0kW,4kW,84kW,0kW,50kW,0kW,352kW,109kW,41kW,0kW,23kW,0kW,1kW,149kW,22kW,84kW,4kW,"",50kW,"","",67.6023998260498kW,1kW,1kW,0kW,291kW,14kW,23kW,48kW,14kW,82kW,108kW,0kW,5kW,128kW,3kW,9834.603281879461kW,0kW,133kW,33kW,"",2kW,12kW,18kW,654kW,10kW,"",0kW,19kW,16kW,117kW,5kW,376kW,1kW,69kW,5kW
2016-07-20T07:15:00+10:00 Sydney,182.32584372707348kW,33kW,32kW,"","",133kW,135kW,21kW,5kW,80kW,7kW,31kW,1kW,2kW,"",9kW,0kW,"",2kW,9kW,1kW,32kW,144kW,1kW,111kW,36kW,0kW,43kW,5kW,0kW,7kW,0kW,0kW,40kW,0kW,12kW,12kW,1kW,61kW,19kW,23kW,137kW,204kW,86kW,5kW,122kW,0kW,0kW,18kW,72kW,25kW,40kW,1705.8540954589844kW,3kW,31kW,70kW,0kW,86kW,15kW,23kW,36kW,1kW,35kW,111kW,52kW,6kW,11kW,126kW,106kW,0.8171827793121338kW,10kW,24kW,0kW,64kW,4kW,"",69kW,177kW,"",12kW,130kW,68kW,0kW,15kW,222kW,86kW,25kW,126kW,49kW,4kW,575kW,22kW,"",1kW,1kW,0kW,13kW,0kW,23kW,0kW,8kW,85kW,0kW,44kW,0kW,352kW,109kW,41kW,0kW,23kW,0kW,1kW,149kW,22kW,84kW,4kW,"",86kW,"","",66.6023998260498kW,1kW,1kW,0kW,304kW,15kW,23kW,48kW,19kW,82kW,107kW,0kW,4kW,128kW,3kW,10151.59952179142kW,0kW,133kW,33kW,"",2kW,6kW,17kW,662kW,10kW,"",1kW,19kW,10kW,125kW,5kW,385kW,1kW,84kW,5kW
2016-07-20T07:20:00+10:00 Sydney,182.3220836390324kW,33kW,32kW,"","",133kW,135kW,15kW,5kW,80kW,7kW,34kW,2kW,2kW,"",9kW,0kW,"",2kW,9kW,2kW,32kW,144kW,1kW,99kW,36kW,0kW,43kW,5kW,0kW,7kW,0kW,0kW,40kW,0kW,12kW,12kW,1kW,61kW,19kW,23kW,137kW,204kW,78kW,5kW,116kW,0kW,0kW,18kW,60kW,25kW,40kW,1695.4371948242188kW,3kW,33kW,75kW,0kW,86kW,15kW,23kW,36kW,1kW,35kW,111kW,52kW,6kW,11kW,123kW,106kW,0.026891205459833145kW,10kW,24kW,0kW,64kW,4kW,"",69kW,179kW,"",12kW,130kW,68kW,0kW,15kW,229kW,78kW,25kW,126kW,44kW,4kW,575kW,22kW,"",1kW,1kW,0kW,13kW,0kW,23kW,0kW,8kW,85kW,0kW,44kW,0kW,365kW,109kW,41kW,0kW,23kW,0kW,1kW,149kW,20kW,85kW,4kW,"",86kW,"","",66.6023998260498kW,1kW,1kW,0kW,304kW,15kW,23kW,50kW,19kW,84kW,113kW,0kW,4kW,128kW,3kW,10125.38856949476kW,0kW,130kW,33kW,"",2kW,6kW,17kW,662kW,10kW,"",1kW,19kW,10kW,125kW,5kW,382kW,1kW,84kW,5kW
2016-07-20T07:25:00+10:00 Sydney,182.31832355099132kW,33kW,28kW,"","",133kW,138kW,15kW,6kW,80kW,6kW,34kW,2kW,3kW,"",3kW,0kW,"",2kW,6kW,2kW,14kW,144kW,1kW,99kW,33kW,0kW,44kW,5kW,0kW,7kW,0kW,0kW,43kW,0kW,12kW,12kW,1kW,61kW,19kW,22kW,137kW,189kW,78kW,1kW,116kW,0kW,0kW,16kW,60kW,25kW,40kW,1695.4371948242188kW,3kW,33kW,75kW,0kW,86kW,15kW,23kW,32kW,2kW,35kW,76kW,52kW,6kW,12kW,123kW,96kW,0.026891205459833145kW,9kW,24kW,0kW,61kW,2kW,"",75kW,179kW,"",12kW,130kW,68kW,0kW,11kW,229kW,78kW,22kW,164kW,44kW,4kW,579kW,20kW,"",0kW,1kW,0kW,7kW,0kW,28kW,4kW,7kW,85kW,0kW,44kW,0kW,366kW,109kW,36kW,0kW,23kW,0kW,2kW,131kW,20kW,85kW,4kW,"",86kW,"","",68.99809837341309kW,1kW,3kW,0kW,285kW,15kW,23kW,50kW,19kW,84kW,112kW,0kW,6kW,124kW,2kW,10083.780507954083kW,0kW,130kW,48kW,"",2kW,14kW,17kW,673kW,10kW,"",0kW,15kW,12kW,120kW,5kW,382kW,1kW,84kW,10kW
2016-07-20T07:30:00+10:00 Sydney,182.31456346295025kW,35kW,28kW,"","",133kW,138kW,15kW,6kW,51kW,6kW,34kW,2kW,3kW,"",3kW,0kW,"",2kW,6kW,2kW,14kW,212kW,1kW,100kW,33kW,0kW,44kW,5kW,0kW,7kW,0kW,0kW,43kW,0kW,11kW,11kW,1kW,71kW,19kW,22kW,140kW,189kW,65kW,1kW,116kW,0kW,0kW,16kW,60kW,24kW,42kW,1695.4371948242188kW,3kW,33kW,71kW,0kW,48kW,15kW,22kW,32kW,2kW,36kW,76kW,52kW,6kW,12kW,121kW,96kW,0.026891205459833145kW,9kW,24kW,0kW,61kW,2kW,"",75kW,179kW,"",38kW,122kW,54kW,0kW,11kW,229kW,65kW,22kW,164kW,54kW,4kW,579kW,20kW,"",0kW,1kW,0kW,7kW,0kW,28kW,4kW,7kW,88kW,0kW,51kW,0kW,366kW,109kW,36kW,0kW,23kW,0kW,2kW,131kW,20kW,89kW,4kW,"",80kW,"","",68.99809837341309kW,1kW,3kW,0kW,285kW,11kW,27kW,50kW,16kW,84kW,111kW,0kW,6kW,124kW,2kW,10108.776747866043kW,0kW,129kW,48kW,"",5kW,14kW,22kW,682kW,10kW,"",0kW,15kW,12kW,120kW,5kW,383kW,1kW,82kW,10kW
2016-07-20T07:35:00+10:00 Sydney,182.31080337490917kW,35kW,27kW,"","",133kW,138kW,16kW,6kW,51kW,6kW,32kW,2kW,3kW,"",3kW,0kW,"",2kW,6kW,2kW,14kW,212kW,0kW,100kW,33kW,0kW,44kW,5kW,0kW,7kW,0kW,0kW,42kW,0kW,11kW,11kW,1kW,71kW,19kW,22kW,140kW,189kW,65kW,1kW,118kW,0kW,0kW,16kW,67kW,24kW,42kW,1700.7640991210938kW,1kW,34kW,71kW,0kW,48kW,15kW,22kW,32kW,2kW,36kW,76kW,52kW,6kW,12kW,122kW,96kW,0.030259618535637856kW,9kW,24kW,0kW,61kW,2kW,"",66kW,194kW,"",38kW,122kW,54kW,0kW,11kW,232kW,65kW,22kW,164kW,54kW,4kW,579kW,20kW,"",0kW,1kW,0kW,7kW,0kW,28kW,4kW,7kW,88kW,0kW,51kW,0kW,372kW,120kW,34kW,0kW,23kW,0kW,2kW,131kW,20kW,89kW,4kW,"",80kW,"","",72.48529815673828kW,7kW,3kW,0kW,285kW,11kW,27kW,54kW,16kW,95kW,114kW,0kW,6kW,129kW,2kW,10183.590460271276kW,0kW,136kW,48kW,"",5kW,14kW,22kW,689kW,10kW,"",0kW,15kW,12kW,120kW,5kW,383kW,1kW,82kW,11kW
2016-07-20T07:40:00+10:00 Sydney,182.3070432868681kW,30kW,27kW,"","",134kW,137kW,16kW,6kW,55kW,9kW,32kW,2kW,2kW,"",15kW,0kW,"",2kW,5kW,2kW,15kW,212kW,0kW,100kW,35kW,0kW,33kW,4kW,0kW,7kW,0kW,0kW,42kW,0kW,23kW,23kW,2kW,76kW,19kW,20kW,141kW,193kW,65kW,1kW,118kW,0kW,0kW,6kW,67kW,24kW,30kW,1700.7640991210938kW,1kW,34kW,71kW,0kW,48kW,18kW,31kW,34kW,1kW,36kW,70kW,53kW,7kW,16kW,122kW,98kW,0.030259618535637856kW,8kW,27kW,0kW,65kW,3kW,"",66kW,194kW,"",38kW,126kW,39kW,0kW,11kW,208kW,65kW,22kW,147kW,54kW,4kW,619kW,14kW,"",2kW,1kW,0kW,7kW,0kW,22kW,9kW,8kW,103kW,0kW,52kW,0kW,372kW,120kW,24kW,0kW,23kW,0kW,2kW,135kW,20kW,89kW,4kW,"",80kW,"","",72.48529815673828kW,7kW,1kW,0kW,294kW,10kW,27kW,54kW,16kW,95kW,114kW,0kW,4kW,129kW,2kW,10312.586700183236kW,0kW,136kW,42kW,"",5kW,22kW,22kW,689kW,10kW,"",0kW,15kW,25kW,119kW,4kW,386kW,2kW,91kW,11kW
2016-07-20T07:45:00+10:00 Sydney,179.30328319882702kW,30kW,27kW,"","",134kW,137kW,19kW,6kW,55kW,9kW,31kW,2kW,2kW,"",15kW,0kW,"",2kW,5kW,1kW,15kW,228kW,0kW,111kW,35kW,0kW,33kW,4kW,0kW,7kW,0kW,0kW,42kW,0kW,23kW,23kW,2kW,76kW,19kW,20kW,141kW,193kW,55kW,1kW,118kW,0kW,0kW,6kW,67kW,24kW,30kW,1691.7640991210938kW,1kW,39kW,74kW,0kW,48kW,18kW,31kW,34kW,1kW,32kW,70kW,53kW,7kW,16kW,117kW,98kW,0.029979169368743896kW,8kW,27kW,0kW,65kW,3kW,"",66kW,194kW,"",22kW,126kW,39kW,0kW,11kW,208kW,55kW,22kW,147kW,55kW,4kW,619kW,14kW,"",2kW,1kW,0kW,7kW,0kW,22kW,9kW,8kW,103kW,0kW,52kW,0kW,369kW,100kW,24kW,0kW,23kW,0kW,2kW,135kW,19kW,99kW,4kW,"",82kW,"","",72.48529815673828kW,7kW,1kW,0kW,294kW,10kW,26kW,54kW,16kW,95kW,108kW,0kW,4kW,129kW,2kW,10239.582659646028kW,0kW,142kW,42kW,"",1kW,22kW,12kW,668kW,10kW,"",0kW,15kW,25kW,119kW,4kW,371kW,2kW,91kW,11kW
2016-07-20T07:50:00+10:00 Sydney,179.29952311078594kW,30kW,27kW,"","",165kW,137kW,19kW,9kW,55kW,6kW,31kW,2kW,7kW,"",14kW,0kW,"",4kW,6kW,1kW,15kW,228kW,0kW,111kW,43kW,0kW,61kW,5kW,0kW,8kW,0kW,0kW,42kW,0kW,23kW,23kW,2kW,76kW,19kW,32kW,141kW,178kW,55kW,1kW,110kW,0kW,0kW,19kW,76kW,24kW,30kW,1702.4761047363281kW,2kW,39kW,74kW,0kW,48kW,18kW,31kW,31kW,1kW,32kW,94kW,43kW,5kW,26kW,120kW,103kW,0.029979169368743896kW,8kW,18kW,0kW,73kW,4kW,"",69kW,196kW,"",22kW,126kW,39kW,0kW,12kW,214kW,55kW,16kW,130kW,55kW,7kW,699kW,13kW,"",2kW,1kW,0kW,8kW,0kW,22kW,3kW,8kW,103kW,0kW,52kW,0kW,418kW,100kW,25kW,0kW,23kW,0kW,2kW,139kW,19kW,99kW,6kW,"",82kW,"","",62.2765007019043kW,5kW,5kW,3kW,298kW,10kW,26kW,74kW,16kW,92kW,106kW,0kW,5kW,123kW,2kW,10514.082107718386kW,0kW,142kW,51kW,"",1kW,12kW,12kW,683kW,10kW,"",6kW,15kW,22kW,122kW,4kW,371kW,3kW,91kW,15kW
2016-07-20T07:55:00+10:00 Sydney,179.29576302274486kW,30kW,27kW,"","",165kW,135kW,19kW,9kW,58kW,6kW,31kW,2kW,7kW,"",14kW,0kW,"",4kW,6kW,1kW,15kW,228kW,0kW,116kW,43kW,0kW,61kW,5kW,0kW,8kW,0kW,0kW,42kW,0kW,19kW,19kW,2kW,179kW,19kW,32kW,146kW,178kW,54kW,1kW,110kW,0kW,0kW,19kW,76kW,24kW,31kW,1702.4761047363281kW,2kW,39kW,74kW,0kW,49kW,20kW,25kW,31kW,1kW,37kW,94kW,43kW,5kW,26kW,120kW,103kW,0.029979169368743896kW,8kW,18kW,0kW,73kW,4kW,"",69kW,196kW,"",23kW,131kW,28kW,0kW,12kW,261kW,54kW,16kW,130kW,57kW,7kW,699kW,13kW,"",2kW,1kW,0kW,8kW,0kW,22kW,3kW,8kW,98kW,0kW,56kW,0kW,421kW,100kW,25kW,0kW,23kW,0kW,2kW,139kW,19kW,99kW,6kW,"",79kW,"","",62.2765007019043kW,5kW,5kW,3kW,298kW,11kW,26kW,74kW,16kW,92kW,108kW,0kW,5kW,123kW,2kW,10704.078347630346kW,0kW,142kW,51kW,"",6kW,12kW,23kW,684kW,10kW,"",6kW,15kW,22kW,122kW,12kW,374kW,3kW,82kW,15kW
