Timestamp,B001 B1 V Power,B040A B40A V Power,B007 B7 V Power,B92 B92 V Power,B142 B142 V Power,B026 B26 V Power,B138 B138 V Power,B126 B126 V Power,B001A B1A V Power,B005 B5 V Power,B075G B75G V Power,B110 B110 V Power,B001B B1B V Power,B072 B72 V Power,Test Building Test Building V Power,B053 B53 V Power,B090 B90 V Power,B131 B131 V Power,B049C B49C V Power,B069 B69 V Power,B068 B68 V Power,B099 B99 V Power,B020 B20 V Power,B088 B88 V Power,B095 B95 V Power,B073 B73 V Power,B064 B64 V Power,B133 B133 V Power,B127 B127 V Power,B075TB B75T2 V Power,B088TH B88TH V Power,B046J B46J V Power,B046F B46F V Power,B013 B13 V Power,B064A B64A V Power,B018 B18 V Power,B018 B18 V Power,B067B B67B V Power,B026C B26C V Power,B047 B47 V Power,B078 B78 V Power,B030 B30 V Power,B052 B52 V Power,B120 B120 V Power,B128 B128 V Power,B050T B50T1T2 V Power,B075TA B75T1 V Power,B075 B75 V Power,B077 B77 V Power,B044 B44 V Power,B029 B29 V Power,B106 B106 V Power,B143 B143 V Power,B003L B3L V Power,B130 B130 V Power,B118 B118 V Power,B046H B46H V Power,B122 B122 V Power,B141 B141 V Power,B012 B12 V Power,B035A B35A V Power,B065 B65 V Power,B048 B48 V Power,B014 B14 V Power,B040 B40 V Power,B077A B77A V Power,B019A B19A V Power,B108 B108 V Power,B038  B38B39 V Power,B089 B89 V Power,B075E B75E V Power,B067C B67C V Power,B066 B66 V Power,B124 B124 V Power,B049A B49A V Power,B013T B13T1 V Power,B016 B16 V Power,B046C B46C V Power,B1A B1A V Power,B071T B71T V Power,B009 B9 V Power,B037 B37 V Power,B042 B42 V Power,B046N B46N V Power,B117 B117 V Power,B100 B100 V Power,B026A B26A V Power,B035 B35 V Power,B024 B24 V Power,B046S B46S V Power,B046 B46 V Power,B064B B64B V Power,B079A B79A V Power,B067A B67A V Power,B080 B80 V Power,B081 B81 V Power,B093 B93 V Power,B115 B115 V Power,B076 B76 V Power,B075A B75A V Power,B063 B63 V Power,B132A B132A V Power,B013B B13B V Power,B113 B113 V Power,B082 B82 V Power,B061 B61 V Power,B010 B10 V Power,B017 B17 V Power,B116 B116 V Power,B025A B25A V Power,B105D B105D V Power,B046R B46R V Power,B032 B32 V Power,B027 B27 V Power,B132 B132 V Power,B042A B42A V Power,B054 B54 V Power,B050 B50 V Power,B056 B56 V Power,B188 B188 V Power,B135 B135 V Power,B006 B6 V Power,B045A B45A V Power,B067 B67 V Power,B137 B137 V Power,B071 B71 V Power,B059 B59 V Power,B022 B22 V Power,B008 B8 V Power,B043 B43 V Power,B049 B49 V Power,B028 B28 V Power,B046Q B46Q V Power,B002 B2 V Power,B056A B56A V Power,Acton Campus_Metering V V Power,Acton Campus_Metering V Power,B015 B15 V Power,B019 B19 V Power,Test Test V Power,B070 B70 V Power,B075F B75F V Power,B010T B10T1 V Power,B058 B58 V Power,B031 B31 V Power,B045 B45 V Power,B063T B63T1 V Power,B109 B109 V Power,B062 B62 V Power,B136 B136 V Power,B101 B101 V Power,B134 B134 V Power,B075D B75D V Power,B051 B51 V Power,B003H B3H V Power
2016-02-25T11:05:51+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14255.051631767907kW,"","","","","","","","",12kW,"","","","","","","","","",""
2016-02-25T11:05:52+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0kW,"","","","","","","","","","","","","","","","","","","","","","",14255.110867523097kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:55+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",131kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14255.288574788674kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:56+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",131kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14255.354021723993kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:57+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",131kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14255.41946865931kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:05:58+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14255.484915594625kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:06:00+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",46kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14255.615809465256kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:06:05+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",121kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14256.050077780981kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:06:06+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",85kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14256.130889148053kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:06:11+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",85kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14256.59518694727kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:06:14+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",85kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14256.8737656268kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:06:15+11:00 Sydney,"",21kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14256.920600082041kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:06:16+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14256.964501985964kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:06:17+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",6kW,"","","","","","","","","","","","","","","","","","","",14257.008403889886kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:06:19+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",108kW,"","","","","",14257.096207697727kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:06:28+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",110kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14257.567920577701kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:06:30+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8kW,"","","","","","","","","","","","",14257.74231087953kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:06:31+11:00 Sydney,"","","","","","","","","","","","","","","",22kW,"","",1kW,"","","","","","","","","","","","",31kW,0kW,"","","","","","",0kW,"","",159kW,"","",42kW,"","","","","","","","","","",0kW,"","","","","",88kW,"","","","","","","","","","","",0kW,"","",0kW,"","","","","",33kW,"","","","","",6kW,696kW,"","","","","","","","","","","","","","","","","","","","",3kW,"","","","","",0kW,"","","","","","","","","","","","",132kW,"",54kW,"",4kW,14257.82105532622kW,"","","","","","","",996kW,"","","","","","","","","",115kW,""
2016-02-25T11:06:32+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",74kW,"","","","","","","","",14257.784236989546kW,"","","","","","","",996kW,"","","","","","","","","","",""
2016-02-25T11:06:33+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",580kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14257.773850370937kW,"","","","","","","","","","","","",39kW,"","","","","",""
2016-02-25T11:06:34+11:00 Sydney,179kW,"","","","","",158kW,14kW,"","",0kW,82kW,"",8kW,"","",0kW,"","",14kW,1kW,15kW,"",0kW,178kW,47kW,0kW,87kW,13kW,0kW,0kW,"","","",3kW,"","",1kW,"","",13kW,"","",94kW,1kW,"",0kW,0kW,15kW,"","",32kW,1824.5664978027344kW,"",151kW,0kW,"",119kW,7kW,"","",5kW,"","","",2kW,"",256kW,"",0.028272967785596848kW,0kW,5kW,0kW,134kW,"","","","","",0kW,"","","","",526kW,"","","","","","",18kW,"",1kW,3kW,2kW,7kW,177kW,13kW,0kW,13kW,267kW,"",65kW,0kW,"","","",97kW,"",0kW,"","","",223kW,"","","","","",338.5453872680664kW,"","",5kW,372kW,6kW,"","","","","","","","","",14257.746657029635kW,"","","","",2kW,0kW,"","","","",7kW,14kW,"",138kW,11kW,487kW,0kW,"",""
2016-02-25T11:10:00+11:00 Sydney,167.20264317180616kW,"",72kW,"","","","","",11kW,0kW,"","",3kW,"","","","","","","","","",403kW,"","","","","","","","","","",107kW,"",30kW,30kW,"","","","","","","","","","","","","","","","",0kW,"","","","","",0kW,"","","",95kW,"","",11kW,"","","","","","","","","",59kW,"","","",161kW,"","","","","","","","","","","","","","","","","","","","","",0kW,"","","",155kW,85kW,"","","","","","","","","","","","","",17kW,"","","","","",83kW,16kW,"","","","",150kW,"",14388.671716391702kW,16811.132568359375kW,357kW,53kW,"","","",13kW,"","","","","","","","","","","",0kW
2016-02-25T11:10:01+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",111kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14389.448304915526kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:10:02+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",113kW,"","","","","","","","","","","","","","","","","","","","","","","","","",14390.224893439345kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:10:03+11:00 Sydney,"","","","","",163kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",142kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14391.001481963167kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:10:04+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",258kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",14391.778070486987kW,"","","","","","","","","","","","","","","","","","",""
2016-02-25T11:10:05+11:00 Sydney,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4kW,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",45kW,"","","","","","","","","","","","","","","","","",1kW,"","","",14392.554659010812kW,"","","","","","","","","","","","","","","","","","",""
